Country,Title,Type,Category,Frequency,Owner (group),Publisher,Ad Sales,Location / Note,Circulation,Country,Vertical,Audience,B2B/B2C,Reach,Format,Native fit,Tags,URL,URL_status
NO,Salmon Business,Fagblad/tidsskrift,Sjømat,Digital,Selvstendig,Salmon Business,Direkte hos utgiver,Engelskspråklig,,NO,B2B – Maritime,Salmon farming industry,B2B,International,Digital,High,,https://www.salmonbusiness.com,VERIFIED
NO,Sambåndet,Fagblad/tidsskrift,Kristen,Periodisk,Selvstendig,Indremisjonsforbundet,Direkte hos utgiver,Bibelmisjon,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://www.sambaandet.no,VERIFIED
NO,Sau og Geit,Fagblad/tidsskrift,Landbruk,Periodisk,Selvstendig,NSG,Direkte hos utgiver,Sau og geit,,NO,B2B – Agriculture,Farmers,B2B,National,Print + Digital,High,,https://www.nsg.no,VERIFIED
NO,Searcher,Fagblad/tidsskrift,IT/data,Periodisk,Selvstendig,Searcher,Direkte hos utgiver,IT bransje,,NO,B2B – IT & Tech,IT professionals,B2B,National,Print + Digital,High,,https://www.snl.no,VERIFIED
NO,Sjøfartsbladet,Fagblad/tidsskrift,Maritim,Periodisk,Selvstendig,Norsk forbund for arbeidsmandsfolk,Direkte hos utgiver,Sjøfart,,NO,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://maritimt.com,UNVERIFIED
NO,Skatterett,Fagblad/tidsskrift,Juss,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Skatterett,,NO,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://www.idunn.no/skatt,LIKELY_OK
NO,Skiidrett,Fagblad/tidsskrift,Sport,Periodisk,Selvstendig,Norges Skiforbund,Direkte hos utgiver,Ski,,NO,Sports,General consumer,B2B,National,Print + Digital,High,,https://www.skiforbundet.no,VERIFIED
NO,Skipsrevyen,Fagblad/tidsskrift,Maritim,Periodisk,Selvstendig,Skipsrevyen,Direkte hos utgiver,Skipsbygging,,NO,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.skipsrevyen.no,VERIFIED
NO,Skolepsykologi,Fagblad/tidsskrift,Pedagogikk,Periodisk,Selvstendig,Norsk Skolepsykologiforening,Direkte hos utgiver,Skolepsykologi,,NO,B2B – Education,School psychologists,B2B,National,Print + Digital,High,,https://www.skolepsykologen.no,VERIFIED
NO,Slik er det,Fagblad/tidsskrift,Helse,Periodisk,Selvstendig,LHL,Direkte hos utgiver,Folkehelse,,NO,Health & Fitness,General consumer,B2B,National,Print + Digital,High,,https://www.tv2.no,VERIFIED
NO,Solenergi,Fagblad/tidsskrift,Energi,Periodisk,Selvstendig,Solenergiklyngen,Direkte hos utgiver,Sol,,NO,B2B – Energy & Utilities,Energy industry pros,B2B,National,Print + Digital,High,,https://www.solenergi.no,VERIFIED
NO,Sosiologi i dag,Fagblad/tidsskrift,Sosiologi,Kvartalsvis,Selvstendig,Novus,Direkte hos utgiver,Sosiologi,,NO,Science,Science enthusiasts,B2B,National,Print + Digital,High,,https://ojs.novus.no/index.php/SID,VERIFIED
NO,Sparebankbladet,Fagblad/tidsskrift,Bank,Periodisk,Selvstendig,Sparebankforeningen,Direkte hos utgiver,Sparebanker,,NO,B2B – Finance & Insurance,Financial services pros,B2B,National,Print + Digital,High,,https://www.sparebankbladet.no,VERIFIED
NO,Spektrum,Fagblad/tidsskrift,Autisme,Periodisk,Selvstendig,Autismeforeningen,Direkte hos utgiver,Autisme,,NO,B2B – Healthcare,Autism care community,B2B,National,Print + Digital,Medium,,https://spektrum.no,VERIFIED
NO,Spesialpedagogikk,Fagblad/tidsskrift,Skole,5x/år,Selvstendig,Utdanningsforbundet,HS Media AS,Spesialped,,NO,B2B – Education,Teachers & educators,B2B,National,Print + Digital,High,,https://www.utdanningsforbundet.no,VERIFIED
NO,Spurven,Fagblad/tidsskrift,Kristen,Periodisk,Selvstendig,Vårt Land,Direkte hos utgiver,Barn,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://birdlife.no,VERIFIED
NO,St. Olav,Fagblad/tidsskrift,Kristen,Periodisk,Selvstendig,Den katolske kirke,Direkte hos utgiver,Katolsk,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://stolav.no,VERIFIED
NO,Stat & Styring,Fagblad/tidsskrift,Offentlig sektor,Kvartalsvis,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Offentlig forvaltning,,NO,B2B – Public Sector,Public sector workers,B2B,National,Print + Digital,High,,https://www.idunn.no/stat,LIKELY_OK
NO,Stat&Styring,Fagblad/tidsskrift,Offentlig,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Offentlig forvaltning,,NO,B2B – Public Sector,Public sector workers,B2B,National,Print + Digital,High,,https://www.idunn.no/stat_og_styring,LIKELY_OK
NO,Steinerskolen,Fagblad/tidsskrift,Skole,Periodisk,Selvstendig,Steinerskoleforbundet,Direkte hos utgiver,Steinerskolen,,NO,B2B – Education,Teachers & educators,B2B,National,Print + Digital,High,,https://www.steinerskole.no,VERIFIED
NO,Stiftelsens magasin,Fagblad/tidsskrift,Religion,Periodisk,Selvstendig,Diverse,Direkte hos utgiver,Religion,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://stiftelser.no,VERIFIED
NO,Strek,Fagblad/tidsskrift,Kristen kultur,Periodisk,Selvstendig,Strek,Direkte hos utgiver,Kultur/idé,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://www.strekmag.no,VERIFIED
NO,Studia Musicologica Norvegica,Fagblad/tidsskrift,Musikk,Årlig,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Musikkforskning,,NO,Music,General consumer,B2B,National,Print + Digital,High,,https://www.idunn.no/smn,LIKELY_OK
NO,Studia Theologica,Fagblad/tidsskrift,Teologi,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Teologi,,NO,Religion,Religious,B2B,National,Print + Digital,High,,https://www.tandfonline.com/journals/sthe20,LIKELY_OK
NO,Stå,Fagblad/tidsskrift,Sport,Periodisk,Selvstendig,Norges Bandyforbund,Direkte hos utgiver,Bandy,,NO,Sports,General consumer,B2B,National,Print + Digital,High,,https://www.sta.no,VERIFIED
NO,Svineprodusenten,Fagblad/tidsskrift,Landbruk,Periodisk,Selvstendig,Norsvin,Direkte hos utgiver,Gris,,NO,B2B – Agriculture,Farmers,B2B,National,Print + Digital,High,,https://www.norsvin.no,VERIFIED
NO,Sykepleien,Fagblad/tidsskrift,Helse/sykepleie,Månedlig,LO Media,Norsk Sykepleierforbund,Salgsfabrikken AS,120 000 lesere,110000,NO,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.sykepleien.no,LIKELY_OK
NO,Sykepleien Forskning,Fagblad/tidsskrift,Helse,Periodisk,LO Media,NSF,LO Media,Forskning,,NO,Health & Fitness,General consumer,B2B,National,Print + Digital,High,,https://sykepleien.no/forskning,LIKELY_OK
NO,Symbolae Osloenses,Fagblad/tidsskrift,Klassisk filologi,Årlig,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Antikkens språk,,NO,Literature & Books,Classical philologists,B2B,National,Print + Digital,Medium,,https://www.tandfonline.com/journals/ssym20,LIKELY_OK
NO,Synspunkt,Fagblad/tidsskrift,Helse,Periodisk,Selvstendig,Norges Blindeforbund,Direkte hos utgiver,Syn,,NO,Health & Fitness,General consumer,B2B,National,Print + Digital,High,,https://www.akademikerne.no,VERIFIED
NO,Søkelys på Arbeidslivet,Fagblad/tidsskrift,Arbeidsliv,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Arbeidsliv,,NO,B2B – HR & Management,HR & management pros,B2B,National,Print + Digital,High,,https://www.idunn.no/spa,LIKELY_OK
NO,Tannstikka,Fagblad/tidsskrift,Tannlege,Periodisk,Selvstendig,Tannlegeforeningen,Direkte hos utgiver,Studentmagasin,,NO,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://www.tannlegeforeningen.no,VERIFIED
NO,Tendens,Fagblad/tidsskrift,Magasin,Periodisk,Selvstendig,Diverse,Direkte hos utgiver,Tendens,,NO,B2B – Other Trade Press,Industry professionals,B2B,National,Print + Digital,High,,https://tendens.no,VERIFIED
NO,Tenner & Helse,Fagblad/tidsskrift,Tannlege,Periodisk,Selvstendig,Forbundet Tenner og Helse,Direkte hos utgiver,Tannhelse,,NO,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://www.tannlegetidende.no,VERIFIED
NO,Tennis Norge,Fagblad/tidsskrift,Sport,Periodisk,Selvstendig,Norges Tennisforbund,Direkte hos utgiver,Tennis,,NO,Sports,General consumer,B2B,National,Print + Digital,High,,https://tennis.no,VERIFIED
NO,Teologisk Tidsskrift,Fagblad/tidsskrift,Religion,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Teologi,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://www.idunn.no/tt,LIKELY_OK
NO,Tidens Tale,Fagblad/tidsskrift,Magasin,Periodisk,Selvstendig,Tidens Tale,Direkte hos utgiver,Magasin,,NO,B2B – Other Trade Press,Industry professionals,B2B,National,Print + Digital,High,,https://www.dnt.no,UNVERIFIED
NO,Tidsskrift for Boligforskning,Fagblad/tidsskrift,Bolig,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Bolig,,NO,Home & Interior,General consumer,B2B,National,Print + Digital,High,,https://www.idunn.no/tfb,LIKELY_OK
NO,Tidsskrift for Den norske legeforening,Fagblad/tidsskrift,Medisin,Annenhver uke,Selvstendig,Legeforeningen,HS Media AS,Medisin,33000,NO,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,circulation-reported,https://tidsskriftet.no,LIKELY_OK
NO,Tidsskrift for Eiendomsrett,Fagblad/tidsskrift,Juss,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Eiendomsrett,,NO,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://www.idunn.no/tidsskrift_for_eiendomsrett,LIKELY_OK
NO,Tidsskrift for Erstatningsrett,Fagblad/tidsskrift,Juss,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Erstatningsrett,,NO,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://www.idunn.no/tidsskrift_for_erstatningsrett,LIKELY_OK
NO,Tidsskrift for Familierett,Fagblad/tidsskrift,Juss,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Familierett,,NO,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://www.idunn.no/tfa,LIKELY_OK
NO,Tidsskrift for Forretningsjus,Fagblad/tidsskrift,Juss,Kvartalsvis,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Forretningsjus,,NO,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://www.idunn.no/tff,LIKELY_OK
NO,Tidsskrift for Jordmødre,Fagblad/tidsskrift,Jordmor,Periodisk,Selvstendig,Den norske jordmorforening,Salgsfabrikken AS,Jordmor,,NO,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://www.jordmorforeningen.no,LIKELY_OK
NO,Tidsskrift for Kjønnsforskning,Fagblad/tidsskrift,Kjønn,Kvartalsvis,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Kjønnsforskning,,NO,B2B – Charity & Third Sector,Gender researchers,B2B,National,Print + Digital,Medium,,https://www.idunn.no/tfk,LIKELY_OK
NO,Tidsskrift for Norsk Psykologforening,Fagblad/tidsskrift,Psykologi,Månedlig,Selvstendig,Norsk Psykologforening,Direkte hos utgiver,Psykologi,,NO,B2B – Healthcare,Psychologists,B2B,National,Print + Digital,High,,https://psykologtidsskriftet.no,VERIFIED
NO,Tidsskrift for Omsorgsforskning,Fagblad/tidsskrift,Helse,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Omsorgsforskning,,NO,Health & Fitness,General consumer,B2B,National,Print + Digital,High,,https://www.idunn.no/tfo,LIKELY_OK
NO,Tidsskrift for Psykisk Helsearbeid,Fagblad/tidsskrift,Helse,Kvartalsvis,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Psykisk helsearbeid,,NO,Health & Fitness,General consumer,B2B,National,Print + Digital,High,,https://www.idunn.no/tph,LIKELY_OK
NO,Tidsskrift for Rettsvitenskap,Fagblad/tidsskrift,Juss,Kvartalsvis,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Rettsvitenskap,,NO,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://www.idunn.no/tfr,LIKELY_OK
NO,Tidsskrift for Samfunnsforskning,Fagblad/tidsskrift,Samfunnsforskning,Kvartalsvis,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Samfunnsforskning,,NO,Science,Science enthusiasts,B2B,National,Print + Digital,High,,https://www.idunn.no/tfs,LIKELY_OK
NO,Tidsskrift for Strafferett,Fagblad/tidsskrift,Juss,Kvartalsvis,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Strafferett,,NO,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://www.idunn.no/tidsskrift_for_strafferett,LIKELY_OK
NO,Tidsskrift for Velferdsforskning,Fagblad/tidsskrift,Velferd,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Velferd,,NO,B2B – Public Sector,Welfare researchers,B2B,National,Print + Digital,High,,https://www.idunn.no/tidsskrift_for_velferdsforskning,LIKELY_OK
NO,Tidsskriftet Norges Barnevern,Fagblad/tidsskrift,Barnevern,Kvartalsvis,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Barnevern,,NO,B2B – Public Sector,Child welfare pros,B2B,National,Print + Digital,High,,https://www.idunn.no/tnb,LIKELY_OK
NO,Treindustrien,Fagblad/tidsskrift,Skog/tre,Periodisk,Selvstendig,Treindustrien,A2 Media AS,Trevareindustri,,NO,B2B – Agriculture,Farmers,B2B,National,Print + Digital,High,,https://www.treindustrien.no,VERIFIED
NO,TS-Kvarten,Fagblad/tidsskrift,Fagforening,Periodisk,Selvstendig,Transportarbeiderforbundet,Direkte hos utgiver,Transport,,NO,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.tannlegeforeningen.no,VERIFIED
NO,Tungtransporten,Fagblad/tidsskrift,Transport,Periodisk,Selvstendig,Norges Lastebileier-Forbund,Direkte hos utgiver,Lastebil,,NO,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.tungt.no,VERIFIED
NO,Uniforum,Fagblad/tidsskrift,UH,Digital,Selvstendig,UiO,Direkte hos utgiver,Universitetsavis UiO,,NO,B2B – Education,Teachers & educators,B2B,National,Digital,High,,https://www.uniforum.uio.no,VERIFIED
NO,Uniped,Fagblad/tidsskrift,UH,Periodisk,Universitetsforlaget,UF,Universitetsforlaget / Scandinavian University Press,Universitetspedagogikk,,NO,B2B – Education,Teachers & educators,B2B,National,Print + Digital,High,,https://www.idunn.no/uniped,LIKELY_OK
NO,United Supporteren,Fagblad/tidsskrift,Idrett,Periodisk,Selvstendig,Manchester United Supporters Club,Direkte hos utgiver,Fotball,,NO,Sports,Football fans (Manchester United),B2C,National,Print + Digital,Medium,,https://united.no,VERIFIED
NO,Universitetsavisa,Fagblad/tidsskrift,UH,Digital,Selvstendig,NTNU,Direkte hos utgiver,Universitetsavis NTNU,,NO,B2B – Education,Teachers & educators,B2B,National,Digital,High,,https://www.universitetsavisa.no,VERIFIED
NO,Utdanning,Fagblad/tidsskrift,Skole/lærer,20x/år,Selvstendig,Utdanningsforbundet,HS Media AS,Norges største lærerblad,165000,NO,B2B – Education,Teachers & educators,B2B,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.utdanningsnytt.no,VERIFIED
NO,Utdanningsnytt,Fagblad/tidsskrift,Skole,Digital,Selvstendig,Utdanningsforbundet,HS Media AS,Nett,,NO,B2B – Education,Teachers & educators,B2B,National,Digital,High,,https://www.utdanningsnytt.no,VERIFIED
NO,Utposten,Fagblad/tidsskrift,Medisin/allmennlege,6x/år,Selvstendig,Utposten AS,Direkte hos utgiver,Allmennmedisin,,NO,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://www.utposten.no,VERIFIED
NO,Vegen og Vi,Fagblad/tidsskrift,Vegfag,Periodisk,Selvstendig,Statens vegvesen,Direkte hos utgiver,Veg,,NO,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.vegvesen.no,VERIFIED
NO,Vegen og Vi (Statens vegvesen),Fagblad/tidsskrift,Transport,Periodisk,Selvstendig,Statens vegvesen,Direkte hos utgiver,Vegvesen,,NO,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.vegvesen.no,VERIFIED
NO,Veien Frem,Fagblad/tidsskrift,Religion,Periodisk,Selvstendig,Norske Misjonsråd,Direkte hos utgiver,Misjon,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://www.frelsesarmeen.no,UNVERIFIED
NO,Veisikkerhet,Fagblad/tidsskrift,Transport,Periodisk,Selvstendig,Trygg Trafikk,Direkte hos utgiver,Veisikkerhet,,NO,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://tryggtrafikk.no,VERIFIED
NO,Velferd,Fagblad/tidsskrift,Helse/sosial,Periodisk,Selvstendig,Pensjonistforbundet,Direkte hos utgiver,Velferd,,NO,B2B – Public Sector,Welfare pros,B2B,National,Print + Digital,High,,https://www.velferd.no,VERIFIED
NO,Velferd.no,Fagblad/tidsskrift,Helse/sosial,Digital,Selvstendig,Velferd,Direkte hos utgiver,Digital,,NO,B2B – Public Sector,Welfare pros,B2B,National,Digital,High,,https://www.velferd.no,VERIFIED
NO,Vestlandsk Landbruk,Fagblad/tidsskrift,Landbruk,Periodisk,Tun Media,Tun Media,Tun Media Annonse,Vestlandet,,NO,B2B – Agriculture,Farmers,B2B,National,Print + Digital,High,,https://www.tun.no,VERIFIED
NO,Vi flyr,Fagblad/tidsskrift,Luftfart,Periodisk,Selvstendig,Norsk Pilotforening,Direkte hos utgiver,Luftfart,,NO,Hobby & Leisure,Aviation enthusiasts,B2C,National,Print + Digital,Medium,,https://www.flynytt.no,VERIFIED
NO,Volleyball,Fagblad/tidsskrift,Sport,Periodisk,Selvstendig,Norges Volleyballforbund,Direkte hos utgiver,Volleyball,,NO,Sports,General consumer,B2B,National,Print + Digital,High,,https://volleyball.no,VERIFIED
NO,VVS-aktuelt,Fagblad/tidsskrift,Bygg/VVS,Periodisk,Selvstendig,VVS-Foreningen,Direkte hos utgiver,VVS,,NO,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.vvsaktuelt.no,VERIFIED
NO,Vårt Land Junior,Fagblad/tidsskrift,Kristen barn,Periodisk,Mentor Medier,Mentor,Mentor Medier Salg,Barn,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://www.vl.no,VERIFIED
NO,Vårt Land Magasin,Fagblad/tidsskrift,Kristen,Periodisk,Mentor Medier,Mentor,Mentor Medier Salg,Aktualitet,,NO,Religion,Religious (Christian),B2B,National,Print + Digital,High,,https://www.vl.no,VERIFIED
NO,Yrke,Fagblad/tidsskrift,Yrkesfag,4x/år,Selvstendig,Utdanningsforbundet,HS Media AS,Yrkesfag,,NO,B2B – Education,Teachers & educators,B2B,National,Print + Digital,High,,https://www.utdanningsnytt.no,LIKELY_OK
NO,Yrkestrafikk,Fagblad/tidsskrift,Transport,Periodisk,Selvstendig,YTF,A2 Media AS,Yrkestrafikk,,NO,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.ytf.no,VERIFIED
NO,Æsculap,Fagblad/tidsskrift,Medisin,Periodisk,Selvstendig,Medisinerforeningen,Direkte hos utgiver,Studentmagasin medisin,,NO,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://aesculap.no,LIKELY_OK
NO,Økonomi24.com,Fagblad/tidsskrift,Økonomi,Digital,Selvstendig,Økonomi24,Direkte hos utgiver,Økonomi,,NO,B2B – Finance & Insurance,Financial services pros,B2B,National,Digital,High,,https://www.okonomi24.no,VERIFIED
NO,Allers Julens Ideer,Magasin/ukeblad,Sesong/jul,Årlig,Aller Media,Aller Media,HS Media AS,Spesialutgave,,NO,Celebrity & Gossip,Celebrity & royal followers,B2C,National,Print + Digital,Medium,,https://www.allers.no,LIKELY_OK
NO,Bolig & Miljø,Magasin/ukeblad,Bolig/miljø,Periodisk,Selvstendig,Bolig & Miljø,HS Media AS,,,NO,Home & Interior,General consumer,B2C,National,Print + Digital,High,,https://www.huseierne.no,VERIFIED
